full_name,position_short_name,org_name,org_country
Linda Yaccarino,"Chairman, Advertising and Partnerships",NBCUniversal Inc.,USA
Lauren Woodman,Chief Executive Officer,NetHope Inc.,USA
Winslow Porter,"Director, Producer and Creative Technologist, Virtual Reality Films",New Reality Co.,USA
Milica Zec,"Director, Film and Mixed Reality",New Reality Co.,USA
Barry M. Gosin,Chief Executive Officer,Newmark Knight Frank,USA
Elaine J. Dorward- King,"Executive Vice-President, Sustainability and External Relations",Newmont Mining Corporation,USA
Noreen Doyle,Chair of the Board of Directors,Newmont Mining Corporation,USA
Steven J. Corwin,President and Chief Executive Officer,NewYork-Presbyterian,USA
Emme Deland,Senior Vice-President; Chief Strategy Officer,NewYork-Presbyterian,USA
Kenji Kohno,"General Director, General Bureau for America; Executive Editor",NHK ,USA
Patrick Dodd,"President, Global Markets",Nielsen,USA
David Kenny,Chief Executive Officer,Nielsen,USA
Barry French,Chief Marketing Officer,Nokia Corporation,USA
Glenn H. Hutchins,Chairman,North Island,USA
James (Jay) Bradner,President,Novartis Institutes for BioMedical Research Inc.,USA
Vivi Nevo,President,NV Investments Inc.,USA
Stacey Cunningham,President and Chief Executive Officer,NYSE Group Inc.,USA
John Tuttle,Chief Operating Officer,NYSE Group Inc.,USA
Alexandra Wallace Creed,"Vice-President, News, Entertainment and Oath Studios",Oath,USA
Oscar Brown,"Senior Vice-President, Strategy, Business Development and Integrated Supply",Occidental Petroleum Corporation,USA
Vicki Hollub,President and Chief Executive Officer Corporation,Occidental Petroleum,USA
Elizabeth ODay,Founder and Chief Executive Officer,Olaris Therapeutics,USA
John Wren,President and Chief Executive Officer,Omnicom Group Inc.,USA
Karen van Bergen,Chief Executive Officer,Omnicom Public Relations Group,USA
Bono,"Co-Founder, (RED); Co-Founder",ONE,USA
Gayle E. Smith,President and Chief Executive Officer,ONE,USA
Alexander Soros,Deputy Chairman,Open Society Foundations ,USA
Kabir Nath,"President and Chief Executive Officer Pharmaceutical, Inc.",Otsuka America,USA
Viola Llewellyn,Co-Founder and President,Ovamba Solutions Inc.,USA
John J. Studzinski,Vice-Chairman,Pacific Invest Management Company ,USA
Mark Viso,President and Chief Executive Officer,Pact,USA
Alex Karp,Chief Executive Officer and Co-Founder,Palantir Technologies Inc.,USA
Shyam Sankar,President,Palantir Technologies Inc.,USA
Nikesh Arora,Chief Executive Officer and Chairman,Palo Alto Networks,USA
Ryan Gillis,"Vice-President, Cybersecurity Strategy & Global Policy at Palo Alto Networks",Palo Alto Networks,USA
Steve Davis,President and Chief Executive Officer,PATH,USA
Jonathan Auerbach,"Executive Vice-President; Chief Strategy, Growth and Data Officer",PayPal,USA
Aaron Karczmer,"Executive Vice-President; Chief Risk, Compliance and Security Officer",PayPal,USA
Louise Pentland,"Executive Vice-President, Chief Business Affairs and Legal Officer",PayPal,USA
William Ready,Executive Vice-President; Chief Operating Officer,PayPal,USA
Dan Schulman,President and Chief Executive Officer,PayPal,USA
Alan Trefler,Founder and Chief Executive Officer,Pegasystems Inc.,USA
Jon Banner,"President, Pepsico Foundation; Executive Vice-President, Communications",PepsiCo Inc.,USA
Mehmood Khan,"Vice-Chairman; Chief Scientific Officer, Global Research and Development",PepsiCo Inc.,USA
Ramon Laguarta,Chairman-elect and Chief Executive Officer,PepsiCo Inc.,USA
Simon Lowden,"President, Global Snacks Group",PepsiCo Inc.,USA
Jennifer Saenz,"Senior Vice-President and Chief Marketing Officer, Frito-Lay North America",PepsiCo Inc.,USA
Steven Blasnik,President,Petrus Asset Management,USA
Kirsty Graham,"Senior Vice-President, Innovative Medicines Corporate Affairs",Pfizer Inc.,USA
Ed Harnaga,"Vice-President, Pipeline to Patient",Pfizer Inc.,USA
Caroline Roan,"Vice-President, Global Health and Patient Access",Pfizer Inc.,USA
Sally Susman,"Executive Vice-President, Chief Corporate Affairs Officer",Pfizer Inc.,USA
Eric Anderson,Chairman,Planetary Holdings LLC,USA
Matt Barnard,Chief Executive Officer,Plenty Inc.,USA
John Harris,Editor-in-Chief,Politico,USA
Michael D. Granoff,Chief Executive Officer,Pomona Capital,USA
Mike Levine,"Director, Lewis-Sigler Institute for Integrative Genomics",Princeton University,USA
Carolyn Tastad,"Group President, North America",Procter & Gamble,USA
David Taylor,"Chairman of the Board, President and Chief Executive Officer",Procter & Gamble,USA
Katherine Hamilton,Director,Project for Clean Energy and Innovation,USA
Andrew Thompson,Co-Founder and Chief Executive Officer,Proteus Digital Health Inc.,USA
Penny Pritzker,Founder and Chairman,PSP Capital Partners LLC,USA
Carla Serrano,Chief Strategy Officer,Publicis Groupe,USA
Robert E. Moritz,"Global Chairman, PwC International",PwC,USA
Tim Ryan,Chairman and Senior Partner,PwC,USA
Frida Polli,Co-Founder and Chief Executive Officer,Pymetrics Inc.,USA
Mohammed Saif Al- Sowaidi,President,Qatar Investment Authority Advisory USA,USA
Cristiano Amon,President,Qualcomm Incorporated,USA
Steve Rusckowski,"Chairman, President and Chief Executive Officer",Quest Diagnostics Inc.,USA
Howard Meyers,Chairman,Quexco Inc.,USA
Dan Colarusso,"Executive Editor, Digital",Reuters,USA
Maryanne Hancock,Chief Executive Officer,Rise Labs,USA
Rebeca Hwang Eun Young,Co-Founder,Rivet Ventures,USA
Afsaneh Mashayekhi Beschloss,Founder and Chief Executive Officer,RockCreek,USA
Jules Kortenhorst,Chief Executive Officer,Rocky Mountain Institute,USA
Carla Kriwet,"Chief Executive Officer, Connected Care and Health Informatics",Royal Philips,USA
Vitor Rocha,"Chief Executive Officer, North America",Royal Philips,USA
Kathy Bloomgarden,Chief Executive Officer,Ruder Finn Inc.,USA
Clarke Murphy,President and Chief Executive Officer,Russell Reynolds Associates Inc.,USA
Martina Cheung,"President, S&P Global Market Intelligence",S&P Global,USA
Douglas L. Peterson,President and Chief Executive Officer,S&P Global,USA
H. Fisk Johnson,Chairman of the Board and Chief Executive Officer,S. C. Johnson & Son Inc.,USA
Jim Alkove,"Executive Vice-President, Security",Salesforce,USA
Marc Benioff,Chairman and Co-Chief Executive Officer,Salesforce,USA
Keith Block,Co-Chief Executive Officer,Salesforce,USA
Mark Hawkins,President and Chief Financial Officer,Salesforce,USA
Richard Socher,Chief Scientist,Salesforce,USA
Bret Taylor,President and Chief Product Officer,Salesforce,USA
Amy Weaver,"President, Legal and Corporate Affairs",Salesforce,USA
Deepak Krishnamurthy,Executive Vice-President and Chief Strategy Officer,SAP SE,USA
Judith Williams,"Head, People Sustainability; Senior Vice- President; Chief Diversity and Inclusion Officer",SAP SE,USA
Annette Clayton,"Chief Executive Officer and President, North America Operations; Chief Supply Chain Officer",Schneider Electric,USA
Mike Moradi,Founder and Chief Executive Officer,Sensulin,USA
Roger Barnett,Chairman and Chief Executive Officer,Shaklee Corporation,USA
Hicham Sabir,President,ShelterTech,USA
Flemming Ornskov,Chief Executive Officer,Shire International GmbH,USA
Michael Bingle,Managing Partner,Silver Lake,USA
Troy Gayeski,Partner and Senior Portfolio Manager,SkyBridge Capital,USA
Anthony Scaramucci,Founder,SkyBridge Capital,USA
Carl Vause,Chief Executive Officer,Soft Robotics Inc.,USA
George Soros,Chairman,Soros Fund Management LLC,USA
Jeremy Bailenson,Professor,Stanford University,USA
Leanne Williams,Professor of Psychiatry and Behavioural Sciences,Stanford University,USA
Donald Allan Jr.,Executive Vice-President and Chief Financial Officer,Stanley Black & Decker Inc.,USA
James M. Loree,President and Chief Executive Officer,Stanley Black & Decker Inc.,USA
Paul N. Eckley,"Senior Vice-President, Investments",State Farm Insurance Companies,USA
Randall Harbert,Chief Marketing Officer,State Farm Insurance Companies,USA
Surya Kant,"President, North America, Europe and United Kingdom",Tata Consultancy Services Ltd,USA
Troy Ruhanen,President and Chief Executive Officer,TBWA Worldwide,USA
Declan Kelly,"Chairman, Chief Executive Officer and Co-Founder",Teneo Holdings,USA
Stephen Meahl,"Chief Operating Officer, Strategy and Communications Advisory",Teneo Holdings,USA
Joyce Russell,"President, Staffing, North America",The Adecco Group,USA
Jeffrey Goldberg,Editor-in-Chief,The Atlantic,USA
Greg Hyslop,"Chief Technology Officer; Senior Vice- President, Engineering, Test and Technology",The Boeing Company,USA
Dennis A. Muilenburg,"Chairman, President and Chief Executive Officer",The Boeing Company,USA
Greg Smith,Chief Financial Officer,The Boeing Company,USA
Donald R. Harkleroad,President,The Bristol Company,USA
David M. Rubenstein,Co-Founder and Co-Executive Chairman,The Carlyle Group,USA
Glenn Youngkin,Co-Chief Executive Officer,The Carlyle Group,USA
Michael Goltzman,"Vice-President, Global Public Policy, Environmental Sustainability and Social Impact",The Coca-Cola Company,USA
Beatriz Perez,"Senior Vice-President; Chief Communications, Public Affairs, Sustainability and Marketing Assets Officer",The Coca-Cola Company,USA
James Quincey,Chairman-elect and Chief Executive Officer,The Coca-Cola Company,USA
Michael C. Bodson,President and Chief Executive Officer,The Depository Trust & Clearing Corporation ,USA
Larry Thompson,Vice-Chairman,The Depository Trust & Clearing Corporation ,USA
Robert L. Dilenschneider,President and Chief Executive Officer,The Dilenschneider Group Inc.,USA
Neil Carr,"President, Coatings and Performance Monomers Business; President, Europe, Middle East, Africa and India",The Dow Chemical Company,USA
Karen Carter,Chief Inclusion Officer,The Dow Chemical Company,USA
Diego Donoso,"President, Packaging and Specialty Plastics, Olefins, Aromatics and Alternatives",The Dow Chemical Company,USA
Jim Fitterling,Chief Executive Officer,The Dow Chemical Company,USA
Melanie Kalmar,"Corporate Vice-President, Chief Information Officer and Chief Digital Officer",The Dow Chemical Company,USA
Douglas Durst,Chairman,The Durst Organization,USA
Alexander Durst,Chief Development Officer,The Durst Organization,USA
Rana Foroohar,Global Business Columnist and Associate Editor,The Financial Times,USA
Gillian R. Tett,"Managing Editor, US",The Financial Times,USA
Dina Powell,Partner,The Goldman Sachs Group Inc.,USA
David Solomon,Chairman and Chief Executive Officer Inc.,The Goldman Sachs Group,USA
Jeff Greene,Founder,The Greene Institute,USA
Raymond Debbane,President and Chief Executive Officer,The Invus Group LLC,USA
Mark Tercek,Chief Executive Officer,The Nature Conservancy,USA
Meredith Kopit Levien,Executive Vice-President and Chief Operating Officer,The New York Times,USA
Mark Landler,White House Correspondent,The New York Times,USA
Mark Thompson,President and Chief Executive,The New York Times,USA
Hutham Olayan,Chairman,The Olayan Group,USA
Vali R. Nasr,Dean and Professor of International Relations,"The Paul H. Nitze School of Advanced International Studies, Johns Hopkins University",USA
Platon,Photographer and Founder,The People's Portfolio,USA
Henry Ross Perot Jr,Chairman of the Board,The Perot Companies,USA
Zia Khan,"Vice-President, Innovation",The Rockefeller Foundation,USA
Naveen Rao,"Managing Director, Health",The Rockefeller Foundation,USA
Rajiv Shah,President,The Rockefeller Foundation,USA
Jamie Heller,Business Editor,The Wall Street Journal,USA
Greg Ip,Chief Economics Commentator,The Wall Street Journal,USA
Hikmet Ersek,President and Chief Executive Officer,The Western Union Company,USA
Caroline Tsai,"Executive Vice-President, General Counsel and Corporate Secretary",The Western Union Company,USA
Marc N. Casper,President and Chief Executive Officer,Thermo Fisher Scientific Inc.,USA
Matthew A. Quinn,Chief Operating Officer,TIBCO Software Inc.,USA
Murray Rode,Chief Executive Officer,TIBCO Software Inc.,USA
Sanjiv Ahuja,Chairman and Chief Executive Officer,Tillman Global Holdings LLC,USA
Bill Zarkalis,Chief Executive Officer,Titan America LLC,USA
David Bonderman,Co-Founder and Chairman,TPG Global LLC,USA
Bernadette (Maya) Chorengel,Senior Partner,TPG Global LLC,USA
Jim Coulter,Co-Founder; Co-Chief Executive Officer,TPG Global LLC,USA
Bill McGlashan,"Co-Founder and Chief Executive Officer, The Rise Fund; Founder and Managing Partner, TPG Growth",TPG Global LLC,USA
Jeffrey R. Tarr,Senior Adviser,TPG Global LLC,USA
Jerome Vascellaro,Chief Strategy Officer,TPG Global LLC,USA
Ghida Fakhry,Presenter,TRT World,USA
Natan Linder,Chief Executive Officer,Tulip Interfaces Inc.,USA
Rick Goings,Executive Chairman Corporation,Tupperware Brands,USA
Carter Lyons,"Co-Head, Two Sigma Advisers","Two Sigma Investments, LP",USA
David Siegel,Co-Chairman and Co-Founder,"Two Sigma Investments, LP",USA
Alfred Spector,Chief Technology Officer and Head of Engineering,"Two Sigma Investments, LP",USA
Noel White,President and Chief Executive Officer,Tyson Foods Inc.,USA
Justin Whitmore,"Executive Vice-President, Continuous Improvement; Chief Sustainability Officer",Tyson Foods Inc.,USA
Jill Hazelbaker,"Senior Vice-President, Policy and Communications",Uber Technologies,USA
Dara Khosrowshahi,Chief Executive Officer,Uber Technologies,USA
Elizabeth Cousens,Deputy Chief Executive Officer,United Nations Foundation,USA
Alexa Koenig,"Executive Director, Human Rights Center, Berkeley Law","University of California, Berkeley",USA
Elissa Epel,Professor,"University of California, San Francisco ",USA
David Abney,Chairman and Chief Executive Officer,UPS,USA
Nando Cesarone,"President, UPS International",UPS,USA
Kate Gutmann,"Chief Revenue Officer; Senior Vice- President, Sales and Solutions",UPS,USA
Scott Price,Chief Strategy and Transformation Officer,UPS,USA
Kevin Warren,Chief Marketing Officer,UPS,USA
Brian Ballard,Co-Founder and Chief Executive Officer,Upskill,USA
Stephane Kasriel,Chief Executive Officer,Upwork,USA
Jeffrey Ubben,Founder and Chief Executive Officer,ValueAct Capital,USA
Mark Ein,Founder and Chief Executive Officer,Venturehouse Group LLC,USA
Rima Qureshi,Executive Vice-President and Chief Strategy Officer,Verizon Communications,USA
Hans Vestberg,Chief Executive Officer,Verizon Communications,USA
O. Andreas Halvorsen,Founder and Chief Executive Officer,Viking Global Investors LP,USA
Brian Kaufmann,"Portfolio Manager; Head, Private Investments",Viking Global Investors LP,USA
Alfred F. Kelly Jr,Chief Executive Officer,Visa Inc.,USA
Suzan Kereere,"Global Head, Merchant Sales and Acquiring",Visa Inc.,USA
Demetrios Marantis,"Senior Vice-President, Global Government Relations",Visa Inc.,USA
Ryan McInerney,President,Visa Inc.,USA
Alan Fleischmann,"Senior Adviser and Chief Executive Officer, Laurel Strategies",Vista Equity Partners,USA
Burke Norton,"Principal; Co-Head, Perennial Investing",Vista Equity Partners,USA
Robert F. Smith,Chairman and Chief Executive Officer,Vista Equity Partners,USA
Ray O'Farrell,Executive Vice-President and Chief Technology Officer,VMware Inc.,USA
Sanjay Poonen,Chief Operating Officer,VMware Inc.,USA
Maria Teresa Kumar,President and Chief Executive Officer,Voto Latino,USA
Vivek Ranadive,Managing Partner,VR Ventures Fund I LP,USA
Judith McKenna,"President and Chief Executive Officer, International",Walmart Inc.,USA
Doug McMillon,President and Chief Executive Officer,Walmart Inc.,USA
